"Peak.ID","Chr","Start","End","Strand","Peak.Caller.Combination","Peak.Caller.Overlaps","ChIP.Tag.Count","Control.Tag.Count","Fold.Change","Peak.Center","Number.of.Motifs","negLog10_IDR","IDR","Annotation","Detailed.Annotation","Distance.to.TSS","Nearest.PromoterID","Entrez.ID","Nearest.Unigene","Nearest.Refseq","Nearest.Ensembl","Gene.Name","Gene.Alias","Gene.Description","Gene.Type","negLog10_IDR_MACS2_vs_union","negLog10_IDR_GEM_vs_union","negLog10_IDR_HOMER_vs_union","negLog10_IDR_Genrich_vs_union","negLog10_IDR_SEACR_vs_union","negLog10_IDR_SICER2_vs_union","annot_class","details","SYMBOL"
"chr1:133045300-133048220","chr1",133045300,133048220,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,14,0,14,133046601,0,20.684593,0,"intron ","intron (NM_001099276, intron 1 of 32)",748,"NM_001099276",240752,NA,"NM_001099276","ENSMUSG00000026447","Pik3c2b","C330011J12Rik|Gm199|PI3K-C2beta|PI3KC2beta","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta","protein-coding",4.921322,1.806942,4.129805,4.793715,3.48723,1.545579,"Promoter",NA,"Pik3c2b"
"chr1:133129050-133137099","chr1",133129050,133137099,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,49,0,49,133132344,0,23.801559,0,"exon ","exon (NM_133819, exon 1 of 2)",1908,"NM_133819",108954,NA,"NM_133819","ENSMUSG00000046062","Ppp1r15b","1810033K10Rik|C530022L24Rik|CReP","protein phosphatase 1, regulatory subunit 15B","protein-coding",5,2.165382,5,5,5,1.636177,"Promoter",NA,"Ppp1r15b"
"chr1:133420950-133425099","chr1",133420950,133425099,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,59,1,59,133423448,0,23.877467,0,"intron ","intron (NM_011439, intron 1 of 13)",1188,"NM_011439",20668,NA,"NM_011439","ENSMUSG00000070643","Sox13","Sox-13","SRY (sex determining region Y)-box 13","protein-coding",5,2.108004,5,5,5,1.769463,"Promoter",NA,"Sox13"
"chr1:133609180-133610560","chr1",133609180,133610560,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,30,2,15,133610018,0,18.24362,0,"intron ","CpG",410,"NM_009227",20643,NA,"NM_009227","ENSMUSG00000090553","Snrpe","SME|sm-E|snRNP-E","small nuclear ribonucleoprotein E","protein-coding",4.032908,1.733398,3.956448,3.92138,3.098338,1.501148,"Promoter",NA,"Snrpe"
"chr1:133659550-133661930","chr1",133659550,133661930,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,18,0,18,133661109,0,22.652071,0,"5' UTR ","5' UTR (NM_001166552, exon 1 of 1)",145,"NM_001166552",667118,NA,"NM_001166552","ENSMUSG00000094410","Zbed6","Gm38394|Gm8466|MGR","zinc finger, BED type containing 6","protein-coding",5,2.019548,4.756067,5,4.071847,1.804609,"Promoter",NA,"Zbed6"
"chr1:13371430-13376099","chr1",13371430,13376099,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,74,7,10.57,13373333,0,18.699075,0,"intron ","CpG",319,"NM_008678",17978,NA,"NM_008678","ENSMUSG00000005886","Ncoa2","D1Ertd433e|GRIP-1|Grip1|KAT13C|NCoA-2|SRC-2|TIF2|bHLHe75","nuclear receptor coactivator 2","protein-coding",5,2.015443,2.715207,4.670032,2.460003,1.83839,"Promoter",NA,"Ncoa2"
"chr1:133798234-133801465","chr1",133798234,133801465,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,8,1,8,133800380,0,14.85217,0,"Intergenic","Intergenic",-46102,"NM_001167949",381290,NA,"NM_213616","ENSMUSG00000026463","Atp2b4","Pmca4","ATPase, Ca++ transporting, plasma membrane 4","protein-coding",4.300374,1.605617,2.288892,3.248575,1.945749,1.462963,"Promoter",NA,"Atp2b4"
"chr1:134061050-134063999","chr1",134061050,134063999,".","MACS2|GEM|HOMER|Genrich|SICER2",5,13,2,6.5,134062849,0,7.917555,1e-08,"Intergenic","Intergenic",-1577,"NR_165647",105246710,NA,"NR_165647","","Gm19497","-","predicted gene, 19497","ncRNA",2.207163,1.200186,1.3786,1.929173,0.187484,1.014949,"Distal Intergenic",NA,"Btg2"
"chr1:134075878-134079849","chr1",134075878,134079849,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,32,0,32,134078256,0,23.776867,0,"intron ","intron (NM_007570, intron 1 of 1)",1292,"NM_007570",12227,NA,"NM_007570","ENSMUSG00000020423","Btg2","APRO1|Pc3|TIS21","BTG anti-proliferation factor 2","protein-coding",5,2.153722,5,5,5,1.623145,"Promoter",NA,"Btg2"
"chr1:134232350-134235992","chr1",134232350,134235992,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,54,1,54,134234103,0,23.669288,0,"exon ","exon (NM_001039510, exon 2 of 3)",685,"NM_001291928",11539,NA,"NM_009629","ENSMUSG00000042429","Adora1","A1-AR|A1AR|A1R|AA1R|ARA1|Ri","adenosine A1 receptor","protein-coding",5,2.061618,5,5,5,1.60767,"Promoter",NA,"Adora1"
"chr1:134360950-134363414","chr1",134360950,134363414,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,23,0,23,134361863,0,21.96854,0,"promoter-TSS ","promoter-TSS (NR_151737)",-176,"NR_151737",57439,NA,"NM_020588","ENSMUSG00000042305","Tmem183a","1300007B12Rik|1700020N19Rik|Tmem183","transmembrane protein 183A","protein-coding",5,1.836956,4.652081,5,3.928551,1.550952,"Promoter",NA,"Tmem183a"
"chr1:134414803-134416864","chr1",134414803,134416864,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,19,1,19,134415737,0,22.354185,0,"5' UTR ","5' UTR (NM_001306069, exon 1 of 8)",169,"NM_001306069",72674,NA,"NM_028320","ENSMUSG00000026457","Adipor1","2810031L11Rik|ACDCR1|CGI-45|Paqr1","adiponectin receptor 1","protein-coding",5,1.855655,4.73987,5,4.145433,1.613227,"Promoter",NA,"Adipor1"
"chr1:134454250-134456399","chr1",134454250,134456399,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,16,0,16,134455390,0,19.881811,0,"promoter-TSS ","promoter-TSS (NM_001311136)",-207,"NM_001311136",240756,NA,"NM_153128","ENSMUSG00000026455","Klhl12","C3ip1","kelch-like 12","protein-coding",4.517804,1.816161,4.226385,4.407093,3.361632,1.552736,"Promoter",NA,"Klhl12"
"chr1:134493900-134495887","chr1",134493900,134495887,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,12,0,12,134494811,0,19.327963,0,"intron ","CpG",254,"NM_145510",98710,NA,"NM_145510","ENSMUSG00000042229","Rabif","E130318E12Rik|MSS4|RASGFR3","RAB interacting factor","protein-coding",5,1.861492,3.679105,4.107,2.760015,1.920351,"Promoter",NA,"Rabif"
"chr1:134529850-134531299","chr1",134529850,134531299,".","MACS2|GEM|HOMER|Genrich|SICER2",5,18,0,18,134530584,0,13.868051,0,"Intergenic","Intergenic",19108,"NM_001291015",71001,NA,"NM_183292","ENSMUSG00000046367","Mgat4e","4931440L10Rik","MGAT4 family, member E","protein-coding",3.664642,1.464676,3.621038,3.553047,0.233442,1.331206,"Distal Intergenic",NA,"Mgat4e"
"chr1:134554900-134564599","chr1",134554900,134564599,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,66,0,66,134560763,0,24.34769,0,"promoter-TSS ","promoter-TSS (NM_152895)",-429,"NM_152895",75605,NA,"NM_152895","ENSMUSG00000042207","Kdm5b","2010009J12Rik|2210016I17Rik|D1Ertd202e|Jarid1b|PLU-1|PUT1|Plu1|RBBP2H1A|Rb-Bp2|mKIAA4034","lysine demethylase 5B","protein-coding",5,2.165249,5,5,5,2.182441,"Promoter",NA,"Kdm5b"
"chr1:134954714-134956349","chr1",134954714,134956349,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,23,0,23,134955684,0,21.155314,0,"exon ","exon (NM_001081307, exon 1 of 25)",409,"NM_001368827",329251,NA,"NM_001081307","ENSMUSG00000073557","Ppp1r12b","1810037O03Rik|9530009M10Rik|Mypt2","protein phosphatase 1, regulatory subunit 12B","protein-coding",5,1.874766,4.46686,4.591243,3.681509,1.540936,"Promoter",NA,"Ppp1r12b"
"chr1:135103350-135105699","chr1",135103350,135105699,".","MACS2|GEM|HOMER|Genrich|SICER2",5,7,0,7,135104405,0,9.144765,0,"intron ","intron (NM_001033409, intron 1 of 17)",752,"NM_001033409",329252,NA,"NM_001033409","ENSMUSG00000042793","Lgr6","A530037C04Rik|D830026M09","leucine-rich repeat-containing G protein-coupled receptor 6","protein-coding",2.123592,1.363805,1.458264,2.427397,0.343544,1.428163,"Promoter",NA,"Lgr6"
"chr1:135144197-135150449","chr1",135144197,135150449,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,92,0,92,135147451,0,23.986303,0,"intron ","CpG",489,"NM_026823",68724,NA,"NM_026823","ENSMUSG00000026426","Arl8a","1110033P22Rik|Arl10b|gie2","ADP-ribosylation factor-like 8A","protein-coding",5,1.94623,5,5,5,2.040073,"Promoter",NA,"Arl8a"
"chr1:135153850-135155040","chr1",135153850,135155040,".","MACS2|GEM|HOMER|Genrich|SICER2",5,24,1,24,135154721,0,15.77012,0,"exon ","exon (NM_026823, exon 5 of 7)",7611,"NM_026823",68724,NA,"NM_026823","ENSMUSG00000026426","Arl8a","1110033P22Rik|Arl10b|gie2","ADP-ribosylation factor-like 8A","protein-coding",4.890963,1.603167,4.018373,3.852253,0.064017,1.341347,"Promoter",NA,"Arl8a"
"chr1:135155150-135161310","chr1",135155150,135161310,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,28,2,14,135158926,0,20.718296,0,"Intergenic","B1_Mus1|SINE|Alu",9451,"NM_134438",171469,NA,"NM_134438","ENSMUSG00000026424","Gpr37l1","CAG-18|D0Kist8","G protein-coupled receptor 37-like 1","protein-coding",5,1.650066,4.003982,5,3.566822,1.497426,"Promoter",NA,"Arl8a"
"chr1:135161350-135168819","chr1",135161350,135168819,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,107,0,107,135166154,0,24.006722,0,"intron ","intron (NM_134438, intron 1 of 1)",2597,"NM_134438",171469,NA,"NM_134438","ENSMUSG00000026424","Gpr37l1","CAG-18|D0Kist8","G protein-coupled receptor 37-like 1","protein-coding",5,1.97151,5,5,5,2.035212,"Promoter",NA,"Gpr37l1"
"chr1:135281858-135285220","chr1",135281858,135285220,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,51,0,51,135283616,0,23.903236,0,"intron ","CpG",545,"NM_001159624",215615,NA,"NM_145417","ENSMUSG00000041926","Rnpep","-","arginyl aminopeptidase (aminopeptidase B)","protein-coding",5,2.156516,5,5,5,1.74672,"Promoter",NA,"Rnpep"
"chr1:135311700-135314420","chr1",135311700,135314420,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,29,0,29,135313415,0,24.071437,0,"intron ","intron (NM_011590, intron 1 of 5)",677,"NM_011590",21854,NA,"NM_011590","ENSMUSG00000062580","Timm17a","Tim17a|mTim17a","translocase of inner mitochondrial membrane 17a","protein-coding",5,2.155623,5,5,4.875958,2.039856,"Promoter",NA,"Timm17a"
"chr1:135368150-135370199","chr1",135368150,135370199,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,26,0,26,135368992,0,19.085969,0,"Intergenic","Intergenic",5889,"NM_175259",77552,NA,"NM_175259","ENSMUSG00000041889","Shisa4","9330132O05Rik|Tmem58|mShisa4","shisa family member 4","protein-coding",4.734225,1.934954,3.426757,4.37323,3.21924,1.397563,"Downstream","<=300bp)","Shisa4"
"chr1:135371469-135376449","chr1",135371469,135376449,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,52,0,52,135374604,0,23.738172,0,"intron ","PB1D7|SINE|Alu",1104,"NM_175259",77552,NA,"NM_175259","ENSMUSG00000041889","Shisa4","9330132O05Rik|Tmem58|mShisa4","shisa family member 4","protein-coding",5,2.117744,5,5,5,1.620428,"Promoter",NA,"Shisa4"
"chr1:135428350-135431099","chr1",135428350,135431099,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,51,0,51,135430058,0,23.350599,0,"intron ","intron (NM_001357575, intron 1 of 24)",767,"NM_153774",226432,NA,"NM_153774","ENSMUSG00000041879","Ipo9","0710008K06Rik|Imp9|Ranbp9","importin 9","protein-coding",5,1.901149,5,5,4.932047,1.517403,"Promoter",NA,"Ipo9"
"chr1:135582210-135586299","chr1",135582210,135586299,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,17,2,8.5,135584538,0,14.960063,0,"intron ","intron (NM_173437, intron 1 of 28)",1101,"NM_173437",215690,NA,"NM_173437","ENSMUSG00000009418","Nav1","9530089B19|9930003A20Rik|C230080M11Rik|Gm38399|Pomfil3|Unc53h1|mKIAA1151|steerin-1","neuron navigator 1","protein-coding",3.357521,1.556255,2.549841,3.807304,2.159697,1.529445,"Promoter",NA,"Gm4793"
"chr1:135686100-135688549","chr1",135686100,135688549,".","MACS2|HOMER|Genrich|SEACR|SICER2",5,9,0,9,135687519,0,11.41696,0,"Intergenic","Intergenic",-32739,"NM_001360782",13007,NA,"NM_007791","ENSMUSG00000026421","Csrp1","CRP1|Csrp","cysteine and glycine-rich protein 1","protein-coding",1.853222,0.139972,2.744042,3.23884,2.11048,1.330404,"Promoter",NA,"Nav1"
"chr1:135728050-135735799","chr1",135728050,135735799,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,45,1,45,135730778,0,23.751798,0,"intron ","intron (NR_153810, intron 1 of 3)",2757,"NM_007791",13007,NA,"NM_007791","ENSMUSG00000026421","Csrp1","CRP1|Csrp","cysteine and glycine-rich protein 1","protein-coding",5,2.154861,5,5,5,1.596937,"Promoter",NA,"Csrp1"
"chr1:135764150-135768977","chr1",135764150,135768977,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,35,0,35,135766711,0,23.446502,0,"exon ","exon (NM_013750, exon 1 of 2)",478,"NM_013750",27280,NA,"NM_013750","ENSMUSG00000041801","Phlda3","Tih1","pleckstrin homology like domain, family A, member 3","protein-coding",5,1.859273,5,5,5,1.587229,"Promoter",NA,"Phlda3"
"chr1:135783000-135783647","chr1",135783000,135783647,".","MACS2|GEM|HOMER|Genrich|SICER2",5,11,0,11,135783337,0,11.763177,0,"Intergenic","Intergenic",-16098,"NM_021467",21952,NA,"NM_021467","ENSMUSG00000026418","Tnni1","2700018B22Rik|ssTnI","troponin I, skeletal, slow 1","protein-coding",3.205273,1.477096,2.838638,2.751624,0.083407,1.407139,"Promoter",NA,"Tnni1"
"chr1:13587704-13590399","chr1",13587704,13590399,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,32,0,32,13589423,0,23.279685,0,"intron ","intron (NM_028173, intron 1 of 10)",859,"NM_028173",72265,NA,"NM_028173","ENSMUSG00000025935","Tram1","1810049E02Rik|TRAMP","translocating chain-associating membrane protein 1","protein-coding",5,1.995064,5,5,4.567305,1.717316,"Promoter",NA,"Tram1"
"chr1:136017600-136019399","chr1",136017600,136019399,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,24,1,24,136018456,0,22.247231,0,"intron ","intron (NM_001160146, intron 1 of 5)",343,"NM_001160146",66241,NA,"NM_025439","ENSMUSG00000026411","Tmem9","1500015G18Rik","transmembrane protein 9","protein-coding",5,1.847367,4.805123,5,4.06379,1.530951,"Promoter",NA,"Tmem9"
"chr1:136129849-136134447","chr1",136129849,136134447,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,43,0,43,136131999,0,23.581997,0,"promoter-TSS ","promoter-TSS (NR_046168)",758,"NM_001039472",16565,NA,"NM_019962","ENSMUSG00000041642","Kif21b","2610511N21Rik|mKIAA0449","kinesin family member 21B","protein-coding",5,1.982941,5,5,5,1.599056,"Promoter",NA,"Gm15850"
"chr1:136231567-136234549","chr1",136231567,136234549,".","MACS2|GEM|Genrich|SEACR|SICER2",5,6,0,6,136233431,0,7.392248,4e-08,"intron ","intron (NM_028872, intron 1 of 9)",1222,"NM_028872",67313,NA,"NM_028872","ENSMUSG00000041605","Inava","1700034M08Rik|4933426C09Rik|5730559C18Rik|D1Mgi54","innate immunity activator","protein-coding",2.02482,1.250142,0.038904,1.636461,1.120134,1.321787,"Promoter",NA,"Inava"
"chr1:136342191-136346899","chr1",136342191,136346899,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,54,0,54,136345240,0,24.262066,0,"intron ","intron (NM_001347109, intron 1 of 17)",1559,"NM_001347109",67886,NA,"NM_001081360","ENSMUSG00000041570","Camsap2","1600013L13Rik|4930541M15Rik|Camsap1l1|mKIAA1078","calmodulin regulated spectrin-associated protein family, member 2","protein-coding",5,2.493323,5,5,5,1.768743,"Promoter",NA,"Camsap2"
"chr1:136414790-136416699","chr1",136414790,136416699,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,14,4,3.5,136415485,0,1.783265,0.01647157,"promoter-TSS ","promoter-TSS (NR_024328)",-225,"NR_024328",320054,NA,"NR_024328","ENSMUSG00000097403","9230116N13Rik","-","RIKEN cDNA 9230116N13 gene","ncRNA",0.317858,0.250155,0.093664,0.187301,0.122145,0.812142,"Promoter",NA,"Ddx59"
"chr1:13659409-13661199","chr1",13659409,13661199,".","MACS2|GEM|HOMER|Genrich|SICER2",5,15,0,15,13660198,0,12.593966,0,"intron ","CpG",205,"NM_145381",212442,NA,"NM_145381","ENSMUSG00000025937","Lactb2","Cgi-83|E430032H21Rik","lactamase, beta 2","protein-coding",3.449977,1.386689,2.969407,3.410767,0.063336,1.31379,"Promoter",NA,"Lactb2"
"chr1:136624250-136627049","chr1",136624250,136627049,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,51,3,17,136625371,0,22.364723,0,"exon ","exon (NM_177643, exon 2 of 2)",748,"NM_177643",226442,NA,"NM_177643","ENSMUSG00000041483","Zfp281","Znf281","zinc finger protein 281","protein-coding",5,1.903411,4.787831,5,4.102684,1.570797,"Promoter",NA,"Zfp281"
"chr1:137897757-137903749","chr1",137897757,137903749,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,40,0,40,137900325,0,24.317215,0,"Intergenic","Intergenic",-65702,"NR_029795",735252,NA,"NR_029795","ENSMUSG00000065565","Mir181a-1","Mirn181a-1|Mirn213|miR-213|mir-181a-1|mmu-mir-213","microRNA 181a-1","ncRNA",5,2.456685,5,5,5,1.86053,"Exon","ENSMUST00000187561.1/ENSMUST00000187561.1, exon 1 of 1)","Mir181a-1"
"chr1:138617278-138620783","chr1",138617278,138620783,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,17,3,5.67,138619333,0,5.592306,2.56e-06,"intron ","intron (NM_021605, intron 1 of 9)",727,"NM_001311148",59125,NA,"NM_021605","ENSMUSG00000026393","Nek7","2810460C19Rik","NIMA (never in mitosis gene a)-related expressed kinase 7","protein-coding",1.581458,0.83576,0.435814,0.922493,0.530056,1.286725,"Promoter",NA,"Nek7"
"chr1:138962479-138965349","chr1",138962479,138965349,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,30,0,30,138963881,0,23.839208,0,"intron ","CpG",205,"NM_001166501",329260,NA,"NM_181347","ENSMUSG00000056268","Dennd1b","4632404N19Rik|4930467M19Rik|6820401H01Rik|F730008N07Rik","DENN domain containing 1B","protein-coding",5,1.907345,5,5,4.810528,2.121335,"Promoter",NA,"Dennd1b"
"chr1:139421450-139426126","chr1",139421450,139426126,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,13,0,13,139423051,0,21.382765,0,"exon ","exon (NM_172643, exon 2 of 11)",1405,"NM_172643",226470,NA,"NM_172643","ENSMUSG00000033964","Zbtb41","8430415N23Rik|9430031N01|9830132G07Rik","zinc finger and BTB domain containing 41","protein-coding",5,1.891276,4.201979,5,3.502383,1.787127,"Promoter",NA,"Zbtb41"
"chr1:14306250-14311725","chr1",14306250,14311725,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,43,0,43,14308985,0,24.289965,0,"intron ","intron (NM_010164, intron 1 of 17)",1212,"NM_001252192",14048,NA,"NM_010164","ENSMUSG00000025932","Eya1","bor","EYA transcriptional coactivator and phosphatase 1","protein-coding",5,2.250758,5,5,5,2.039207,"Promoter",NA,"Eya1"
"chr1:143639400-143645449","chr1",143639400,143645449,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,33,2,16.5,143641813,0,22.743847,0,"intron ","intron (NM_020025, intron 1 of 1)",1727,"NM_020025",26878,NA,"NM_020025","ENSMUSG00000033849","B3galt2","-","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2","protein-coding",5,1.922553,4.703594,5,4.101754,2.015946,"Promoter",NA,"Cdc73"
"chr1:143700394-143703945","chr1",143700394,143703945,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,72,2,36,143702461,0,24.011065,0,"intron ","intron (NM_145991, intron 1 of 16)",724,"NM_145991",214498,NA,"NM_145991","ENSMUSG00000026361","Cdc73","8430414L16Rik|C130030P16Rik|Hrpt2","cell division cycle 73, Paf1/RNA polymerase II complex component","protein-coding",5,2.122107,5,5,5,1.888958,"Promoter",NA,"Cdc73"
"chr1:143738779-143741160","chr1",143738779,143741160,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,25,4,6.25,143740019,0,9.392838,0,"promoter-TSS ","promoter-TSS (NM_001038594)",354,"NM_023505",69367,NA,"NM_023505","ENSMUSG00000018196","Glrx2","1700010P22Rik|Grx2","glutaredoxin 2","protein-coding",2.039266,1.309636,1.173785,2.250848,1.209956,1.409347,"Promoter",NA,"Glrx2"
"chr1:143774873-143778260","chr1",143774873,143778260,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,71,0,71,143777012,0,23.913106,0,"promoter-TSS ","promoter-TSS (NM_001159866)",485,"NM_013835",20822,NA,"NM_013835","ENSMUSG00000018199","Ro60","1810007I17Rik|A530054J02Rik|SS-A/Ro|Ssa|Ssa2|Trove2","Ro60, Y RNA binding protein","protein-coding",5,2.248618,5,5,5,1.664488,"Promoter",NA,"Ro60"
"chr1:144003224-144004999","chr1",144003224,144004999,".","MACS2|GEM|HOMER|Genrich|SICER2",5,5,1,5,144004074,0,4.64103,2.285e-05,"promoter-TSS ","promoter-TSS (NM_009061)",38,"NM_009061",19735,NA,"NM_009061","ENSMUSG00000026360","Rgs2","GOS8","regulator of G-protein signaling 2","protein-coding",1.43438,0.702815,0.493238,0.615643,0.095393,1.299561,"Promoter",NA,"Rgs2"
"chr1:146492550-146500799","chr1",146492550,146500799,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,6,0,6,146496326,0,7.177066,7e-08,"intron ","intron (NM_153539, intron 1 of 7)",1008,"NM_153539",215378,NA,"NM_153539","ENSMUSG00000035131","Brinp3","B830045N13Rik|Fam5c","bone morphogenetic protein/retinoic acid inducible neural specific 3","protein-coding",3.678626,1.36641,0.183462,0.240365,0.238245,1.469958,"Promoter",NA,"Brinp3"
"chr1:150391837-150394732","chr1",150391837,150394732,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,79,5,15.8,150393323,0,20.500795,0,"promoter-TSS ","promoter-TSS (NM_001357579)",-204,"NM_001357579",226499,NA,"NM_145511","ENSMUSG00000006010","Odr4","1810053E15Rik|odr-4","odr4 GPCR localization factor homolog","protein-coding",3.853439,1.817849,4.570619,4.918101,3.912391,1.428396,"Promoter",NA,"Odr4"
"chr1:151342810-151347099","chr1",151342810,151347099,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,8,1,8,151344863,0,14.622113,0,"intron ","CpG",456,"NM_001039512",117198,NA,"NM_028582","ENSMUSG00000023150","Ivns1abp","1190004M08Rik|1700126I16Rik|HSPC068|ND1|NS-1|NS1-BP|Nd1-L|Nd1-S|mKIAA0850","influenza virus NS1A binding protein","protein-coding",4.183468,1.601727,2.141109,3.431482,1.903214,1.361113,"Promoter",NA,"Ivns1abp"
"chr1:151427000-151430349","chr1",151427000,151430349,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,54,0,54,151428703,0,23.763775,0,"promoter-TSS ","promoter-TSS (NM_025819)",132,"NM_026876",98685,NA,"NM_026876","ENSMUSG00000053286","Trmt1l","1190005F20Rik|C1orf25|Trm1-like|Trm1l","tRNA methyltransferase 1 like","protein-coding",5,1.989884,5,5,5,1.773891,"Promoter",NA,"Swt1"
"chr1:151499190-151502199","chr1",151499190,151502199,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,58,0,58,151500597,0,24.182442,0,"intron ","CpG",297,"NM_001360847",19821,NA,"NM_011277","ENSMUSG00000026484","Rnf2","Ring1B|dinG","ring finger protein 2","protein-coding",5,2.123943,5,5,5,2.058499,"Promoter",NA,"Rnf2"
"chr1:151754570-151757049","chr1",151754570,151757049,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,43,1,43,151755588,0,24.018632,0,"promoter-TSS ","promoter-TSS (NR_151473)",435,"NM_001039644",66967,NA,"NM_001039644","ENSMUSG00000043019","Edem3","2310050N11Rik","ER degradation enhancer, mannosidase alpha-like 3","protein-coding",5,2.461695,5,5,4.96982,1.587117,"Promoter",NA,"2810414N06Rik"
"chr1:152087206-152091946","chr1",152087206,152091946,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,19,0,19,152089839,0,22.785008,0,"intron ","intron (NM_197990, intron 1 of 5)",744,"NM_197990",69399,NA,"NM_197990","ENSMUSG00000032666","1700025G04Rik","2610510E02Rik|2900042O04Rik","RIKEN cDNA 1700025G04 gene","protein-coding",5,2.034444,4.822346,5,4.235851,1.692367,"Promoter",NA,"1700025G04Rik"
"chr1:152385724-152387219","chr1",152385724,152387219,".","MACS2|GEM|HOMER|Genrich|SICER2",5,20,0,20,152386432,0,14.582501,0,"exon ","exon (NM_025677, exon 1 of 5)",211,"NM_025677",66637,NA,"NM_025677","ENSMUSG00000014980","Tsen15","5730449L18Rik|Sen15","tRNA splicing endonuclease subunit 15","protein-coding",4.60288,1.618839,3.097771,3.770808,0.120735,1.371468,"Promoter",NA,"Tsen15"
